Customer_No,Prediction,Probability_Prediction
104251,0,0.14
104252,0,0.26
104253,0,0.23
104254,0,0.2
104255,0,0.2
104256,0,0.34
104257,0,0.3
104258,0,0.21
104259,0,0.34
104260,0,0.26
104261,0,0.22
104262,0,0.26
104263,0,0.35
104264,0,0.34
104265,0,0.1
104266,0,0.34
104267,0,0.18
104268,0,0.24
104269,0,0.48
104270,0,0.3
104271,0,0.11
104272,0,0.3
104273,0,0.29
104274,0,0.13
104275,0,0.36
104276,0,0.3
104277,0,0.2
104278,0,0.36
104279,0,0.22
104280,0,0.31
104281,0,0.22
104282,0,0.22
104283,0,0.24
104284,0,0.42
104285,0,0.24
104286,0,0.46
104287,1,0.56
104288,1,0.55
104289,0,0.18
104290,0,0.21
104291,0,0.3
104292,0,0.24
104293,0,0.08
104294,0,0.18
104295,0,0.46
104296,0,0.2
104297,0,0.34
104298,0,0.22
104299,0,0.46
104300,0,0.32
104301,1,0.56
104302,0,0.38
104303,0,0.22
104304,0,0.37
104305,0,0.22
104306,1,0.58
104307,0,0.22
104308,0,0.33
104309,0,0.28
104310,0,0.32
104311,0,0.34
104312,0,0.28
104313,0,0.4
104314,0,0.48
104315,0,0.22
104316,0,0.44
104317,0,0.2
104318,0,0.34
104319,0,0.32
104320,0,0.12
104321,0,0.08
104322,0,0.28
104323,0,0.16
104324,0,0.27
104325,0,0.26
104326,0,0.34
104327,0,0.1
104328,0,0.28
104329,0,0.16
104330,0,0.3
104331,0,0.23
104332,0,0.26
104333,0,0.08
104334,0,0.31
104335,0,0.34
104336,0,0.28
104337,0,0.28
104338,0,0.3
104339,0,0.16
104340,0,0.26
104341,0,0.2
104342,0,0.11
104343,0,0.26
104344,0,0.28
104345,0,0.4
104346,0,0.19
104347,0,0.36
104348,0,0.2
104349,0,0.39
104350,0,0.17
104351,0,0.22
104352,0,0.36
104353,1,0.62
104354,0,0.28
104355,0,0.23
104356,0,0.24
104357,0,0.36
104358,0,0.14
104359,0,0.22
104360,0,0.25
104361,0,0.28
104362,0,0.33
104363,0,0.14
104364,0,0.15
104365,0,0.2
104366,0,0.19
104367,0,0.15
104368,0,0.24
104369,0,0.45
104370,0,0.1
104371,0,0.2
104372,0,0.33
104373,0,0.22
104374,0,0.26
104375,0,0.16
104376,0,0.26
104377,0,0.21
104378,0,0.3
104379,0,0.3
104380,0,0.37
104381,1,0.58
104382,0,0.1
104383,0,0.24
104384,0,0.3
104385,0,0.36
104386,0,0.29
104387,0,0.26
104388,0,0.25
104389,0,0.1
104390,1,0.56
104391,0,0.38
104392,0,0.3
104393,1,0.62
104394,0,0.4
104395,0,0.26
104396,0,0.24
104397,0,0.28
104398,0,0.12
104399,0,0.2
104400,0,0.31
104401,0,0.23
104402,0,0.42
104403,0,0.26
104404,0,0.39
104405,0,0.39
104406,0,0.17
104407,0,0.36
104408,0,0.1
104409,0,0.35
104410,0,0.28
104411,0,0.4
104412,0,0.21
104413,0,0.47
104414,0,0.5
104415,0,0.37
104416,0,0.3
104417,1,0.6
104418,0,0.18
104419,0,0.48
104420,0,0.17
104421,0,0.22
104422,0,0.31
104423,0,0.03
104424,0,0.1
104425,0,0.22
104426,0,0.33
104427,0,0.1
104428,1,0.55
104429,0,0.2
104430,0,0.28
104431,0,0.12
104432,0,0.25
104433,0,0.44
104434,0,0.15
104435,0,0.32
104436,0,0.28
104437,0,0.22
104438,0,0.24
104439,0,0.38
104440,0,0.24
104441,0,0.28
104442,0,0.2
104443,0,0.29
104444,0,0.3
104445,0,0.22
104446,0,0.42
104447,0,0.22
104448,0,0.4
104449,0,0.42
104450,0,0.14
104451,0,0.28
104452,0,0.28
104453,0,0.47
104454,1,0.7
104455,0,0.28
104456,0,0.46
104457,0,0.12
104458,0,0.4
104459,0,0.2
104460,0,0.39
104461,0,0.38
104462,0,0.34
104463,0,0.28
104464,0,0.3
104465,0,0.36
104466,0,0.36
104467,0,0.34
104468,0,0.46
104469,0,0.2
104470,0,0.24
104471,0,0.12
104472,0,0.29
104473,0,0.22
104474,0,0.3
104475,0,0.44
104476,0,0.3
104477,0,0.19
104478,0,0.2
104479,0,0.38
104480,0,0.19
104481,0,0.34
104482,0,0.16
104483,0,0.06
104484,0,0.14
104485,0,0.2
104486,0,0.2
104487,0,0.38
104488,0,0.25
104489,0,0.16
104490,1,0.65
104491,0,0.26
104492,0,0.22
104493,0,0.28
104494,1,0.52
104495,0,0.1
104496,0,0.29
104497,0,0.36
104498,1,0.64
104499,0,0.26
104500,0,0.22
104501,0,0.11
104502,0,0.06
104503,0,0.3
104504,0,0.32
104505,0,0.32
104506,0,0.4
104507,0,0.5
104508,0,0.24
104509,0,0.37
104510,0,0.34
104511,0,0.38
104512,0,0.18
104513,1,0.51
104514,0,0.1
104515,1,0.66
104516,0,0.28
104517,0,0.09
104518,0,0.32
104519,0,0.26
104520,0,0.05
104521,0,0.3
104522,0,0.34
104523,1,0.74
104524,0,0.28
104525,0,0.42
104526,0,0.14
104527,0,0.24
104528,0,0.31
104529,1,0.63
104530,0,0.36
104531,0,0.1
104532,0,0.18
104533,1,0.61
104534,0,0.19
104535,0,0.28
104536,0,0.24
104537,0,0.11
104538,0,0.4
104539,0,0.18
104540,0,0.28
104541,0,0.26
104542,0,0.14
104543,0,0.18
104544,0,0.3
104545,0,0.24
104546,0,0.17
104547,0,0.25
104548,0,0.14
104549,0,0.24
104550,1,0.6
104551,0,0.19
104552,1,0.51
104553,1,0.67
104554,0,0.38
104555,1,0.86
104556,0,0.31
104557,0,0.16
104558,0,0.32
104559,1,0.7
104560,0,0.2
104561,0,0.24
104562,0,0.28
104563,0,0.25
104564,0,0.24
104565,0,0.15
104566,0,0.17
104567,0,0.42
104568,0,0.1
104569,1,0.58
104570,0,0.3
104571,0,0.14
104572,0,0.24
104573,0,0.16
104574,0,0.24
104575,0,0.25
104576,0,0.3
104577,0,0.24
104578,0,0.34
104579,0,0.37
104580,0,0.3
104581,1,0.74
104582,0,0.38
104583,0,0.24
104584,0,0.28
104585,0,0.43
104586,1,0.62
104587,0,0.14
104588,0,0.22
104589,0,0.26
104590,0,0.26
104591,0,0.13
104592,1,0.53
104593,0,0.23
104594,0,0.36
104595,0,0.34
104596,0,0.43
104597,0,0.18
104598,0,0.16
104599,0,0.44
104600,0,0.37
104601,0,0.26
104602,0,0.24
104603,0,0.22
104604,0,0.2
104605,0,0.16
104606,0,0.35
104607,0,0.46
104608,0,0.11
104609,0,0.05
104610,0,0.1
104611,0,0.28
104612,0,0.26
104613,0,0.04
104614,0,0.12
104615,0,0.28
104616,0,0.16
104617,0,0.46
104618,0,0.08
104619,0,0.26
104620,0,0.3
104621,0,0.13
104622,0,0.29
104623,0,0.26
104624,0,0.26
104625,0,0.34
104626,1,0.56
104627,0,0.32
104628,0,0.14
104629,0,0.46
104630,0,0.23
104631,0,0.5
104632,0,0.3
104633,1,0.5
104634,0,0.34
104635,0,0.16
104636,0,0.42
104637,0,0.32
104638,1,0.66
104639,0,0.2
104640,0,0.18
104641,0,0.2
104642,0,0.34
104643,0,0.35
104644,0,0.46
104645,0,0.14
104646,0,0.22
104647,0,0.32
104648,0,0.18
104649,1,0.65
104650,1,0.7
104651,0,0.34
104652,0,0.12
104653,0,0.17
104654,0,0.42
104655,0,0.33
104656,0,0.28
104657,0,0.3
104658,0,0.24
104659,0,0.27
104660,1,0.52
104661,0,0.17
104662,0,0.1
104663,0,0.42
104664,0,0.16
104665,0,0.32
104666,0,0.46
104667,0,0.32
104668,0,0.26
104669,0,0.29
104670,0,0.28
104671,0,0.4
104672,0,0.14
104673,1,0.59
104674,0,0.14
104675,0,0.48
104676,0,0.28
104677,0,0.22
104678,0,0.21
104679,0,0.16
104680,0,0.27
104681,0,0.16
104682,0,0.26
104683,1,0.76
104684,0,0.29
104685,0,0.08
104686,1,0.83
104687,0,0.17
104688,0,0.3
104689,0,0.35
104690,0,0.05
104691,0,0.18
104692,1,0.56
104693,0,0.37
104694,0,0.2
104695,1,0.6
104696,0,0.34
104697,0,0.13
104698,0,0.5
104699,0,0.18
104700,0,0.23
104701,0,0.12
104702,0,0.34
104703,0,0.24
104704,0,0.37
104705,0,0.3
104706,0,0.23
104707,1,0.73
104708,0,0.19
104709,1,0.72
104710,0,0.18
104711,0,0.26
104712,0,0.29
104713,1,0.83
104714,0,0.32
104715,0,0.22
104716,0,0.32
104717,0,0.18
104718,0,0.26
104719,1,0.5
104720,1,0.61
104721,0,0.29
104722,0,0.21
104723,0,0.26
104724,0,0.33
104725,0,0.04
104726,0,0.2
104727,0,0.19
104728,0,0.45
104729,0,0.33
104730,1,0.54
104731,0,0.46
104732,1,0.6
104733,0,0.4
104734,0,0.23
104735,0,0.32
104736,0,0.21
104737,0,0.3
104738,0,0.31
104739,0,0.17
104740,0,0.48
104741,0,0.18
104742,0,0.12
104743,0,0.0
104744,0,0.14
104745,0,0.24
104746,0,0.38
104747,0,0.23
104748,1,0.74
104749,0,0.26
104750,0,0.12
104751,0,0.24
104752,0,0.45
104753,0,0.36
104754,0,0.32
104755,1,0.57
104756,0,0.5
104757,0,0.2
104758,1,0.51
104759,0,0.14
104760,0,0.32
104761,0,0.46
104762,0,0.11
104763,0,0.24
104764,0,0.42
104765,0,0.36
104766,0,0.22
104767,0,0.25
104768,0,0.1
104769,0,0.25
104770,0,0.03
104771,0,0.32
104772,0,0.2
104773,0,0.24
104774,0,0.26
104775,0,0.36
104776,0,0.43
104777,0,0.18
104778,0,0.28
104779,0,0.18
104780,0,0.28
104781,0,0.32
104782,0,0.48
104783,0,0.27
104784,0,0.34
104785,1,0.62
104786,0,0.23
104787,0,0.24
104788,0,0.24
104789,1,0.64
104790,0,0.32
104791,0,0.29
104792,0,0.08
104793,1,0.56
104794,0,0.16
104795,0,0.32
104796,0,0.31
104797,0,0.36
104798,0,0.41
104799,0,0.18
104800,0,0.14
104801,1,0.74
104802,1,0.53
104803,0,0.5
104804,0,0.28
104805,0,0.2
104806,0,0.38
104807,0,0.26
104808,0,0.29
104809,0,0.45
104810,1,0.57
104811,0,0.3
104812,0,0.08
104813,0,0.3
104814,0,0.32
104815,0,0.2
104816,0,0.18
104817,0,0.2
104818,0,0.32
104819,0,0.46
104820,0,0.3
104821,0,0.16
104822,0,0.16
104823,0,0.3
104824,0,0.2
104825,0,0.2
104826,0,0.24
104827,0,0.16
104828,0,0.36
104829,1,0.54
104830,0,0.36
104831,1,0.55
104832,0,0.06
104833,0,0.35
104834,1,0.62
104835,0,0.2
104836,0,0.28
104837,0,0.28
104838,0,0.06
104839,0,0.26
104840,0,0.32
104841,0,0.3
104842,0,0.41
104843,1,0.56
104844,0,0.21
104845,0,0.42
104846,0,0.44
104847,0,0.22
104848,0,0.34
104849,0,0.24
104850,0,0.25
104851,0,0.4
104852,0,0.12
104853,1,0.53
104854,1,0.57
104855,0,0.24
104856,0,0.29
104857,0,0.1
104858,1,0.55
104859,0,0.11
104860,0,0.1
104861,0,0.4
104862,1,0.6
104863,0,0.3
104864,0,0.24
104865,0,0.17
104866,0,0.24
104867,0,0.46
104868,0,0.32
104869,0,0.34
104870,0,0.39
104871,0,0.16
104872,0,0.13
104873,0,0.29
104874,0,0.08
104875,0,0.34
104876,0,0.42
104877,0,0.34
104878,0,0.32
104879,0,0.44
104880,0,0.07
104881,0,0.41
104882,0,0.34
104883,0,0.24
104884,0,0.06
104885,0,0.2
104886,0,0.3
104887,0,0.1
104888,0,0.32
104889,0,0.24
104890,0,0.29
104891,0,0.26
104892,0,0.36
104893,0,0.26
104894,0,0.14
104895,0,0.2
104896,0,0.33
104897,0,0.2
104898,0,0.39
104899,0,0.34
104900,0,0.42
104901,0,0.19
104902,0,0.34
104903,0,0.09
104904,0,0.24
104905,1,0.7
104906,1,0.58
104907,0,0.34
104908,0,0.28
104909,0,0.31
104910,0,0.24
104911,0,0.18
104912,0,0.45
104913,0,0.28
104914,0,0.34
104915,0,0.31
104916,0,0.46
104917,0,0.3
104918,0,0.34
104919,0,0.32
104920,0,0.27
104921,0,0.39
104922,0,0.26
104923,1,0.5
104924,1,0.52
104925,0,0.28
104926,0,0.18
104927,0,0.24
104928,0,0.28
104929,0,0.26
104930,1,0.68
104931,0,0.25
104932,0,0.42
104933,1,0.56
104934,0,0.08
104935,1,0.55
104936,0,0.4
104937,0,0.32
104938,0,0.3
104939,0,0.14
104940,0,0.3
104941,0,0.06
104942,0,0.3
104943,0,0.3
104944,0,0.17
104945,0,0.38
104946,0,0.15
104947,0,0.16
104948,0,0.12
104949,1,0.58
104950,0,0.22
104951,0,0.35
104952,1,0.62
104953,0,0.14
104954,0,0.24
104955,1,0.62
104956,0,0.36
104957,0,0.17
104958,0,0.31
104959,0,0.26
104960,0,0.15
104961,0,0.38
104962,0,0.41
104963,0,0.22
104964,0,0.18
104965,0,0.28
104966,0,0.21
104967,0,0.43
104968,0,0.18
104969,0,0.31
104970,0,0.36
104971,0,0.1
104972,0,0.22
104973,0,0.36
104974,0,0.28
104975,0,0.18
104976,0,0.24
104977,0,0.42
104978,0,0.48
104979,0,0.36
104980,0,0.21
104981,0,0.32
104982,0,0.16
104983,0,0.14
104984,0,0.38
104985,0,0.18
104986,0,0.38
104987,0,0.18
104988,0,0.37
104989,0,0.38
104990,0,0.33
104991,0,0.22
104992,0,0.36
104993,0,0.34
104994,0,0.36
104995,0,0.38
104996,0,0.18
104997,1,0.71
104998,0,0.25
104999,0,0.14
105000,0,0.18
105001,0,0.24
105002,0,0.26
105003,0,0.23
105004,0,0.31
105005,0,0.42
105006,0,0.2
105007,0,0.38
105008,1,0.57
105009,0,0.2
105010,0,0.3
105011,0,0.26
105012,0,0.12
105013,0,0.12
105014,0,0.24
105015,0,0.33
105016,0,0.26
105017,0,0.36
105018,0,0.25
105019,0,0.19
105020,1,0.5
105021,0,0.11
105022,0,0.26
105023,0,0.28
105024,0,0.28
105025,0,0.48
105026,0,0.28
105027,0,0.1
105028,0,0.09
105029,0,0.26
105030,0,0.32
105031,0,0.31
105032,0,0.24
105033,1,0.68
105034,0,0.2
105035,0,0.38
105036,0,0.22
105037,0,0.32
105038,0,0.06
105039,0,0.12
105040,0,0.3
105041,0,0.3
105042,1,0.52
105043,0,0.25
105044,0,0.38
105045,0,0.2
105046,0,0.26
105047,0,0.45
105048,1,0.51
105049,0,0.32
105050,0,0.2
105051,0,0.26
105052,0,0.31
105053,0,0.2
105054,0,0.18
105055,0,0.22
105056,0,0.22
105057,1,0.62
105058,0,0.18
105059,1,0.64
105060,0,0.36
105061,0,0.2
105062,0,0.19
105063,0,0.35
105064,0,0.24
105065,1,0.57
105066,0,0.31
105067,1,0.72
105068,0,0.26
105069,0,0.48
105070,0,0.42
105071,0,0.12
105072,0,0.46
105073,1,0.52
105074,0,0.34
105075,0,0.15
105076,0,0.27
105077,0,0.37
105078,0,0.2
105079,0,0.32
105080,0,0.18
105081,0,0.16
105082,0,0.08
105083,0,0.24
105084,0,0.44
105085,1,0.56
105086,0,0.24
105087,0,0.48
105088,0,0.42
105089,0,0.4
105090,0,0.16
105091,0,0.2
105092,0,0.1
105093,0,0.12
105094,0,0.18
105095,0,0.33
105096,0,0.2
105097,0,0.23
105098,0,0.46
105099,0,0.46
105100,0,0.25
105101,0,0.2
105102,0,0.24
105103,1,0.56
105104,0,0.26
105105,0,0.21
105106,0,0.27
105107,0,0.35
105108,0,0.25
105109,0,0.36
105110,0,0.24
105111,0,0.32
105112,0,0.17
105113,0,0.28
105114,0,0.12
105115,0,0.16
105116,0,0.39
105117,0,0.22
105118,0,0.17
105119,0,0.11
105120,0,0.3
105121,0,0.41
105122,0,0.32
105123,0,0.34
105124,0,0.15
105125,0,0.14
105126,0,0.38
105127,0,0.15
105128,0,0.14
105129,1,0.82
105130,0,0.32
105131,0,0.42
105132,0,0.1
105133,1,0.69
105134,0,0.28
105135,0,0.18
105136,0,0.31
105137,0,0.13
105138,0,0.22
105139,0,0.4
105140,0,0.2
105141,0,0.36
105142,0,0.34
105143,1,0.52
105144,0,0.37
105145,0,0.18
105146,0,0.3
105147,1,0.56
105148,0,0.22
105149,1,0.68
105150,0,0.3
105151,0,0.25
105152,0,0.12
105153,0,0.16
105154,0,0.45
105155,0,0.45
105156,0,0.47
105157,0,0.22
105158,0,0.28
105159,0,0.3
105160,0,0.18
105161,0,0.25
105162,0,0.12
105163,0,0.08
105164,0,0.19
105165,0,0.21
105166,0,0.23
105167,0,0.4
105168,0,0.15
105169,0,0.17
105170,0,0.35
105171,0,0.26
105172,1,0.74
105173,1,0.62
105174,0,0.28
105175,1,0.55
105176,0,0.22
105177,1,0.52
105178,0,0.28
105179,0,0.14
105180,0,0.37
105181,0,0.2
105182,1,0.63
105183,0,0.16
105184,0,0.33
105185,0,0.12
105186,0,0.14
105187,0,0.22
105188,0,0.19
105189,0,0.25
105190,0,0.28
105191,0,0.06
105192,1,0.5
105193,0,0.42
105194,0,0.18
105195,0,0.16
105196,0,0.18
105197,1,0.56
105198,0,0.2
105199,0,0.16
105200,0,0.12
105201,0,0.18
105202,0,0.14
105203,0,0.38
105204,0,0.15
105205,0,0.17
105206,0,0.35
105207,0,0.24
105208,0,0.42
105209,0,0.2
105210,0,0.26
105211,0,0.36
105212,0,0.28
105213,0,0.15
105214,0,0.07
105215,0,0.22
105216,1,0.7
105217,0,0.28
105218,0,0.26
105219,0,0.24
105220,0,0.25
105221,1,0.66
105222,0,0.1
105223,0,0.48
105224,0,0.28
105225,0,0.19
105226,0,0.24
105227,0,0.38
105228,0,0.5
105229,0,0.36
105230,0,0.32
105231,0,0.22
105232,0,0.06
105233,0,0.38
105234,0,0.44
105235,0,0.35
105236,0,0.23
105237,0,0.21
105238,1,0.8
105239,0,0.37
105240,0,0.29
105241,0,0.18
105242,0,0.18
105243,1,0.58
105244,0,0.12
105245,0,0.16
105246,0,0.28
105247,0,0.46
105248,0,0.22
105249,0,0.18
105250,0,0.16
105251,0,0.1
105252,0,0.28
105253,0,0.37
105254,0,0.08
105255,0,0.3
105256,0,0.16
105257,0,0.35
105258,0,0.46
105259,0,0.22
105260,1,0.52
105261,0,0.33
105262,0,0.3
105263,1,0.55
105264,0,0.2
105265,0,0.4
105266,0,0.38
105267,0,0.34
105268,0,0.48
105269,0,0.27
105270,0,0.18
105271,0,0.12
105272,0,0.32
105273,0,0.16
105274,0,0.24
105275,0,0.42
105276,0,0.28
105277,0,0.22
105278,0,0.4
105279,0,0.34
105280,0,0.34
105281,0,0.24
105282,0,0.24
105283,0,0.08
105284,0,0.38
105285,0,0.24
105286,0,0.2
105287,0,0.14
105288,0,0.34
105289,0,0.09
105290,0,0.08
105291,0,0.1
105292,1,0.55
105293,0,0.36
105294,0,0.41
105295,0,0.24
105296,0,0.26
105297,0,0.23
105298,0,0.24
105299,0,0.12
105300,0,0.19
105301,0,0.27
105302,0,0.44
105303,0,0.2
105304,1,0.64
105305,0,0.19
105306,0,0.21
105307,0,0.18
105308,1,0.68
105309,1,0.62
105310,0,0.2
105311,0,0.3
105312,0,0.24
105313,0,0.28
105314,0,0.26
105315,0,0.36
105316,1,0.62
105317,1,0.62
105318,0,0.22
105319,0,0.25
105320,1,0.71
105321,0,0.24
105322,0,0.19
105323,0,0.4
105324,0,0.25
105325,0,0.28
105326,1,0.56
105327,1,0.56
105328,0,0.04
105329,0,0.3
105330,0,0.31
105331,0,0.2
105332,0,0.11
105333,0,0.31
105334,0,0.5
105335,0,0.27
105336,0,0.02
105337,0,0.24
105338,0,0.4
105339,0,0.36
105340,1,0.76
105341,0,0.38
105342,0,0.18
105343,0,0.23
105344,0,0.18
105345,0,0.3
105346,0,0.2
105347,0,0.32
105348,0,0.2
105349,0,0.32
105350,0,0.24
105351,0,0.34
105352,0,0.19
105353,0,0.48
105354,0,0.14
105355,0,0.38
105356,0,0.3
105357,0,0.11
105358,0,0.14
105359,0,0.46
105360,1,0.6
105361,0,0.2
105362,0,0.36
105363,0,0.16
105364,0,0.08
105365,0,0.36
105366,0,0.02
105367,0,0.2
105368,0,0.34
105369,0,0.36
105370,0,0.16
105371,0,0.06
105372,1,0.51
105373,0,0.44
105374,0,0.16
105375,1,0.69
105376,0,0.32
105377,0,0.26
105378,0,0.21
105379,1,0.52
105380,0,0.2
105381,0,0.04
105382,0,0.12
105383,0,0.16
105384,0,0.22
105385,0,0.35
105386,0,0.24
105387,0,0.45
105388,0,0.34
105389,0,0.3
105390,0,0.4
105391,0,0.24
105392,0,0.26
105393,0,0.32
105394,0,0.33
105395,0,0.16
105396,0,0.26
105397,0,0.12
105398,0,0.34
105399,1,0.65
105400,0,0.21
105401,0,0.16
105402,0,0.24
105403,0,0.34
105404,0,0.44
105405,0,0.31
105406,0,0.11
105407,0,0.32
105408,1,0.65
105409,0,0.44
105410,0,0.5
105411,0,0.24
105412,0,0.21
105413,1,0.64
105414,0,0.18
105415,0,0.14
105416,0,0.14
105417,0,0.06
105418,0,0.37
105419,0,0.3
105420,0,0.27
105421,0,0.16
105422,0,0.23
105423,0,0.2
105424,0,0.28
105425,0,0.18
105426,0,0.2
105427,0,0.21
105428,0,0.34
105429,0,0.38
105430,0,0.1
105431,0,0.3
105432,0,0.2
105433,0,0.18
105434,0,0.28
105435,0,0.21
105436,0,0.16
105437,0,0.04
105438,0,0.41
105439,0,0.29
105440,0,0.46
105441,0,0.26
105442,0,0.27
105443,0,0.38
105444,0,0.27
105445,0,0.24
105446,0,0.43
105447,0,0.13
105448,0,0.37
105449,0,0.33
105450,0,0.46
105451,0,0.3
105452,0,0.18
105453,0,0.18
105454,1,0.54
105455,0,0.32
105456,1,0.64
105457,0,0.23
105458,0,0.22
105459,0,0.18
105460,0,0.26
105461,0,0.38
105462,0,0.38
105463,0,0.12
105464,0,0.34
105465,0,0.31
105466,0,0.12
105467,0,0.36
105468,0,0.31
105469,1,0.7
105470,0,0.46
105471,0,0.33
105472,0,0.08
105473,0,0.48
105474,0,0.5
105475,1,0.7
105476,0,0.27
105477,0,0.33
105478,0,0.3
105479,0,0.28
105480,0,0.46
105481,0,0.32
105482,0,0.18
105483,1,0.52
105484,0,0.24
105485,0,0.26
105486,0,0.22
105487,0,0.37
105488,0,0.47
105489,0,0.38
105490,0,0.22
105491,0,0.36
105492,0,0.2
105493,0,0.32
105494,0,0.48
105495,0,0.18
105496,0,0.24
105497,0,0.49
105498,1,0.57
105499,1,0.66
105500,0,0.18
105501,0,0.07
105502,0,0.39
105503,1,0.54
105504,1,0.64
105505,0,0.24
105506,0,0.45
105507,0,0.34
105508,0,0.19
105509,0,0.12
105510,0,0.26
105511,1,0.54
105512,0,0.4
105513,0,0.41
105514,0,0.26
105515,0,0.09
105516,1,0.67
105517,1,0.55
105518,0,0.24
105519,0,0.07
105520,0,0.25
105521,0,0.24
105522,0,0.3
105523,0,0.22
105524,0,0.09
105525,0,0.04
105526,0,0.34
105527,0,0.28
105528,1,0.74
105529,0,0.42
105530,0,0.3
105531,0,0.25
105532,0,0.22
105533,0,0.32
105534,0,0.2
105535,0,0.3
105536,0,0.42
105537,0,0.26
105538,0,0.3
105539,0,0.34
105540,0,0.19
105541,0,0.44
105542,0,0.29
105543,0,0.14
105544,0,0.24
105545,0,0.12
105546,0,0.19
105547,0,0.38
105548,0,0.42
105549,0,0.2
105550,0,0.07
105551,0,0.36
105552,0,0.29
105553,0,0.2
105554,0,0.32
105555,0,0.26
105556,0,0.26
105557,0,0.32
105558,0,0.2
105559,0,0.46
105560,0,0.16
105561,0,0.14
105562,0,0.33
105563,0,0.18
105564,0,0.21
105565,0,0.35
105566,0,0.3
105567,0,0.27
105568,0,0.42
105569,0,0.28
105570,0,0.14
105571,0,0.34
105572,0,0.25
105573,0,0.34
105574,0,0.44
105575,0,0.42
105576,0,0.32
105577,0,0.22
105578,0,0.48
105579,0,0.44
105580,0,0.41
105581,1,0.54
105582,0,0.32
105583,0,0.3
105584,0,0.17
105585,0,0.37
105586,0,0.44
105587,0,0.08
105588,0,0.22
105589,0,0.3
105590,1,0.55
105591,1,0.58
105592,0,0.35
105593,0,0.18
105594,0,0.08
105595,0,0.22
105596,0,0.38
105597,1,0.72
105598,0,0.32
105599,0,0.36
105600,0,0.34
105601,0,0.18
105602,0,0.19
105603,0,0.1
105604,0,0.14
105605,1,0.53
105606,0,0.36
105607,0,0.22
105608,0,0.16
105609,0,0.16
105610,1,0.58
105611,0,0.11
105612,0,0.1
105613,1,0.57
105614,0,0.26
105615,0,0.12
105616,0,0.14
105617,0,0.26
105618,0,0.36
105619,0,0.15
105620,0,0.46
105621,0,0.47
105622,0,0.26
105623,0,0.23
105624,0,0.24
105625,0,0.26
105626,0,0.12
105627,0,0.1
105628,1,0.59
105629,1,0.53
105630,0,0.1
105631,0,0.18
105632,0,0.14
105633,1,0.52
105634,0,0.25
105635,0,0.21
105636,0,0.3
105637,1,0.64
105638,0,0.28
105639,0,0.24
105640,0,0.08
105641,0,0.2
105642,0,0.2
105643,0,0.08
105644,0,0.26
105645,1,0.54
105646,0,0.22
105647,0,0.34
105648,0,0.07
105649,0,0.46
105650,0,0.1
105651,0,0.1
105652,0,0.32
105653,0,0.26
105654,1,0.71
105655,0,0.17
105656,0,0.39
105657,0,0.4
105658,0,0.21
105659,0,0.28
105660,0,0.34
105661,0,0.44
105662,0,0.31
105663,0,0.29
105664,0,0.22
105665,0,0.28
105666,0,0.28
105667,0,0.22
105668,0,0.1
105669,0,0.43
105670,0,0.22
105671,0,0.46
105672,0,0.18
105673,0,0.44
105674,0,0.44
105675,0,0.38
105676,0,0.23
105677,0,0.24
105678,0,0.42
105679,0,0.36
105680,0,0.18
105681,0,0.48
105682,0,0.26
105683,0,0.19
105684,0,0.12
105685,0,0.16
105686,0,0.16
105687,0,0.16
105688,0,0.26
105689,0,0.34
105690,0,0.28
105691,1,0.55
105692,0,0.31
105693,0,0.3
105694,0,0.16
105695,0,0.17
105696,0,0.31
105697,0,0.28
105698,0,0.26
105699,0,0.22
105700,0,0.14
105701,0,0.18
105702,0,0.25
105703,0,0.12
105704,0,0.2
105705,0,0.48
105706,0,0.32
105707,0,0.5
105708,0,0.1
105709,0,0.23
105710,1,0.7
105711,0,0.28
105712,0,0.36
105713,0,0.24
105714,0,0.26
105715,0,0.29
105716,0,0.22
105717,0,0.12
105718,0,0.08
105719,1,0.6
105720,0,0.28
105721,0,0.32
105722,0,0.3
105723,0,0.09
105724,0,0.38
105725,0,0.34
105726,0,0.41
105727,0,0.38
105728,0,0.2
105729,0,0.34
105730,0,0.32
105731,0,0.2
105732,0,0.3
105733,0,0.26
105734,0,0.2
105735,0,0.32
105736,0,0.3
105737,0,0.04
105738,0,0.04
105739,0,0.3
105740,0,0.3
105741,0,0.35
105742,0,0.14
105743,0,0.28
105744,0,0.28
105745,0,0.31
105746,1,0.66
105747,0,0.1
105748,0,0.2
105749,0,0.29
105750,0,0.3
105751,0,0.3
105752,0,0.28
105753,0,0.2
105754,0,0.3
105755,0,0.4
105756,0,0.4
105757,0,0.36
105758,0,0.06
105759,0,0.32
105760,0,0.19
105761,1,0.61
105762,0,0.24
105763,0,0.24
105764,0,0.38
105765,0,0.4
105766,1,0.61
105767,0,0.2
105768,0,0.24
105769,0,0.46
105770,0,0.16
105771,0,0.28
105772,1,0.59
105773,0,0.33
105774,0,0.22
105775,0,0.18
105776,0,0.27
105777,0,0.08
105778,0,0.33
105779,0,0.43
105780,0,0.28
105781,0,0.22
105782,0,0.09
105783,0,0.24
105784,0,0.32
105785,0,0.22
105786,0,0.14
105787,1,0.66
105788,0,0.26
105789,0,0.2
105790,1,0.65
105791,0,0.3
105792,0,0.32
105793,0,0.26
105794,0,0.22
105795,0,0.14
105796,0,0.26
105797,0,0.18
105798,0,0.48
105799,0,0.15
105800,0,0.3
105801,0,0.28
105802,0,0.32
105803,0,0.35
